hoc_ky,ma_mon_hoc,ma_lop,so_tin_chi,ma_giang_vien,thu,tiet_bat_dau,tiet_ket_thuc,cach_tuan,ngay_bat_dau,ngay_ket_thuc,phong_hoc,si_so,hinh_thuc_giang_day,ghi_chu
2024_2025_1,MA004,MA004.P11.CLC,4,*,3,6,9,1,04-09-2024,2024-12-28,B1.16,,LT,
2024_2025_1,MA004,MA004.P12,4,*,2,6,9,1,04-09-2024,2024-12-28,B6.08,,LT,
2024_2025_1,MA004,MA004.P13,4,*,3,6,9,1,04-09-2024,2024-12-28,B7.04,,LT,
2024_2025_1,MA004,MA004.P11,4,*,2,1,4,1,04-09-2024,2024-12-28,B7.08,,LT,
2024_2025_1,MA004,MA004.P11.CNVN,4,*,4,1,4,1,04-09-2024,2024-12-28,C305,,LT,
2024_2025_1,MA004,MA004.P12.CNVN,4,*,4,6,9,1,04-09-2024,2024-12-28,C305,,LT,
2024_2025_1,MA005,MA005.P12,3,*,6,1,4,1,04-09-2024,2024-12-28,B5.12,,LT,
2024_2025_1,MA005,MA005.P11,3,*,3,1,4,1,04-09-2024,2024-12-28,B7.06,,LT,
2024_2025_1,MA005,MA005.P13,3,*,6,6,9,1,04-09-2024,2024-12-28,B7.06,,LT,
2024_2025_1,MA005,MA005.P11.CLC,3,*,4,6,9,1,04-09-2024,2024-11-23,C101,,LT,
2024_2025_1,MA006,MA006.P16,4,*,5,1,5,1,2024-09-09,2025-01-04,B1.22,,LT,
2024_2025_1,MA006,MA006.P122,4,*,4,1,5,1,2024-09-09,2025-01-04,B3.16,,LT,
2024_2025_1,MA006,MA006.P124,4,*,4,6,0,1,2024-09-09,2025-01-04,B3.16,,LT,
2024_2025_1,MA006,MA006.P110,4,*,7,1,5,1,2024-09-09,2025-01-04,B3.18,,LT,
2024_2025_1,MA006,MA006.P123,4,*,4,1,5,1,2024-09-09,2025-01-04,B3.18,,LT,
2024_2025_1,MA006,MA006.P125,4,*,4,6,0,1,2024-09-09,2025-01-04,B3.18,,LT,
2024_2025_1,MA006,MA006.P19,4,*,7,6,0,1,2024-09-09,2025-01-04,B3.18,,LT,
2024_2025_1,MA006,MA006.P111,4,*,7,6,0,1,2024-09-09,2025-01-04,B3.20,,LT,
2024_2025_1,MA006,MA006.P113,4,*,3,6,0,1,2024-09-09,2025-01-04,B3.20,,LT,
2024_2025_1,MA006,MA006.P119,4,*,2,1,5,1,2024-09-09,2025-01-04,B3.20,,LT,
2024_2025_1,MA006,MA006.P120,4,*,2,6,0,1,2024-09-09,2025-01-04,B3.20,,LT,
2024_2025_1,MA006,MA006.P112,4,*,7,6,0,1,2024-09-09,2025-01-04,B4.16,,LT,
2024_2025_1,MA006,MA006.P114,4,*,3,1,5,1,2024-09-09,2025-01-04,B4.16,,LT,
2024_2025_1,MA006,MA006.P116,4,*,2,1,5,1,2024-09-09,2025-01-04,B4.16,,LT,
2024_2025_1,MA006,MA006.P121,4,*,2,6,0,1,2024-09-09,2025-01-04,B4.16,,LT,
2024_2025_1,MA006,MA006.P15,4,*,5,6,0,1,2024-09-09,2025-01-04,B4.16,,LT,
2024_2025_1,MA006,MA006.P115,4,*,3,1,5,1,2024-09-09,2025-01-04,B4.18,,LT,
2024_2025_1,MA006,MA006.P117,4,*,2,6,0,1,2024-09-09,2025-01-04,B4.18,,LT,
2024_2025_1,MA006,MA006.P118,4,*,2,1,5,1,2024-09-09,2025-01-04,B4.18,,LT,
2024_2025_1,MA006,MA006.P11,4,*,6,1,5,1,2024-09-09,2025-01-04,B4.20,,LT,
2024_2025_1,MA006,MA006.P13,4,*,6,6,0,1,2024-09-09,2025-01-04,B4.20,,LT,
2024_2025_1,MA006,MA006.P12,4,*,6,1,5,1,2024-09-09,2025-01-04,B4.22,,LT,
2024_2025_1,MA006,MA006.P14,4,*,6,6,0,1,2024-09-09,2025-01-04,B4.22,,LT,
2024_2025_1,MA006,MA006.P17,4,*,5,1,5,1,2024-09-09,2025-01-04,B4.22,,LT,
2024_2025_1,MA006,MA006.P18,4,*,5,1,5,1,2024-09-09,2025-01-04,B5.10,,LT,
2024_2025_1,MA006,MA006.P11.CNVN,4,*,4,6,0,1,2024-09-09,2025-01-04,C314,,LT,
2024_2025_1,MA006,MA006.P12.CNVN,4,*,3,1,5,1,2024-09-09,2025-01-04,C314,,LT,
2024_2025_1,MA006,MA006.P11.CLC,4,*,5,1,4,1,04-09-2024,2024-12-28,E34,,LT,
2024_2025_1,SS003,SS003.P11,2,*,2,1,2,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS003,SS003.P12,2,*,2,4,5,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS003,SS003.P15,2,*,2,6,7,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS003,SS003.P16,2,*,2,8,9,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS003,SS003.P13,2,*,2,1,2,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS003,SS003.P14,2,*,2,4,5,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS004,SS004.P11,2,*,4,1,3,1,2024-09-09,2024-12-28,B1.16,,LT,
2024_2025_1,SS004,SS004.P16,2,*,6,1,2,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS004,SS004.P17,2,*,6,4,5,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS004,SS004.P11.CLC,2,*,2,4,5,1,04-09-2024,2024-12-28,B6.02,,LT,
2024_2025_1,SS004,SS004.P14,2,*,5,1,2,1,04-09-2024,2024-12-28,B7.02,,LT,
2024_2025_1,SS004,SS004.P15,2,*,5,4,5,1,04-09-2024,2024-12-28,B7.02,,LT,
2024_2025_1,SS004,SS004.P12,2,*,2,1,2,1,04-09-2024,2024-12-28,B7.04,,LT,
2024_2025_1,SS004,SS004.P13,2,*,2,4,5,1,04-09-2024,2024-12-28,B7.04,,LT,
2024_2025_1,SS004,SS004.P11.CTTN,2,*,4,6,8,1,2024-09-09,2024-12-21,E41,,LT,
2024_2025_1,SS006,SS006.P14,2,*,4,6,7,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS006,SS006.P11,2,*,3,6,8,1,2024-09-09,2024-12-28,B4.14,,LT,
2024_2025_1,SS006,SS006.P19,2,*,5,6,7,1,04-09-2024,2024-12-28,B4.14,,LT,
2024_2025_1,SS006,SS006.P12,2,*,3,6,8,1,2024-09-09,2024-12-28,B6.06,,LT,
2024_2025_1,SS006,SS006.P15,2,*,4,4,5,1,04-09-2024,2024-12-28,B6.06,,LT,
2024_2025_1,SS006,SS006.P18,2,*,5,1,2,1,04-09-2024,2024-12-28,B6.06,,LT,
2024_2025_1,SS006,SS006.P13,2,*,7,1,3,1,2024-09-09,2024-12-28,B7.02,,LT,
2024_2025_1,SS006,SS006.P16,2,*,2,1,2,1,04-09-2024,2024-12-28,B7.02,,LT,
2024_2025_1,SS006,SS006.P17,2,*,2,4,5,1,04-09-2024,2024-12-28,B7.02,,LT,
2024_2025_1,SS007,SS007.P12,3,*,7,6,9,1,2024-09-09,2025-01-04,B1.14,,LT,
2024_2025_1,SS007,SS007.P16,3,*,3,6,8,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS007,SS007.P11,3,*,7,1,4,1,2024-09-09,2025-01-04,B3.14,,LT,
2024_2025_1,SS007,SS007.P15,3,*,3,1,3,1,04-09-2024,2024-12-28,B3.22,,LT,
2024_2025_1,SS007,SS007.P13,3,*,2,1,3,1,04-09-2024,2024-12-28,B5.08,,LT,
2024_2025_1,SS007,SS007.P18,3,*,4,6,8,1,04-09-2024,2024-12-28,B5.08,,LT,
2024_2025_1,SS007,SS007.P17,3,*,4,1,3,1,04-09-2024,2024-12-28,B5.12,,LT,
2024_2025_1,SS007,SS007.P11.CTTT,3,*,2,1,4,1,2024-09-09,2025-01-04,B6.08,,LT,
2024_2025_1,SS007,SS007.P14,3,*,2,6,8,1,04-09-2024,2024-12-28,B7.02,,LT,
2024_2025_1,SS008,SS008.P15,2,*,5,6,7,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS008,SS008.P16,2,*,5,8,9,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS008,SS008.P11,2,*,5,1,2,1,04-09-2024,2024-12-28,B5.08,,LT,
2024_2025_1,SS008,SS008.P12,2,*,5,4,5,1,04-09-2024,2024-12-28,B5.08,,LT,
2024_2025_1,SS008,SS008.P13,2,*,5,1,2,1,04-09-2024,2024-12-28,B5.14,,LT,
2024_2025_1,SS008,SS008.P14,2,*,5,4,5,1,04-09-2024,2024-12-28,B5.14,,LT,
2024_2025_1,SS009,SS009.P15,2,*,6,6,7,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS009,SS009.P16,2,*,6,8,9,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS009,SS009.P13,2,*,6,1,2,1,04-09-2024,2024-12-28,B6.06,,LT,
2024_2025_1,SS009,SS009.P14,2,*,6,4,5,1,04-09-2024,2024-12-28,B6.06,,LT,
2024_2025_1,SS009,SS009.P11,2,*,6,1,2,1,04-09-2024,2024-12-28,B6.08,,LT,
2024_2025_1,SS009,SS009.P12,2,*,6,4,5,1,04-09-2024,2024-12-28,B6.08,,LT,
2024_2025_1,SS010,SS010.P11,2,*,5,6,7,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS010,SS010.P12,2,*,5,8,9,1,04-09-2024,2024-12-28,B1.14,,LT,
2024_2025_1,SS010,SS010.P15,2,*,2,6,7,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS010,SS010.P16,2,*,2,8,9,1,04-09-2024,2024-12-28,B3.14,,LT,
2024_2025_1,SS010,SS010.P13,2,*,6,6,7,1,04-09-2024,2024-12-28,B7.02,,LT,
2024_2025_1,SS010,SS010.P14,2,*,6,8,9,1,04-09-2024,2024-12-28,B7.02,,LT,
2024_2025_1,IT001,IT001.P12.CNVN.1,1,*,4,6,0,2,2024-09-16,2025-01-11,B2.02,,HT1,
2024_2025_1,IT001,IT001.P12.CNVN.2,1,*,4,6,0,2,2024-09-23,2025-01-04,B2.02,,HT1,
2024_2025_1,IT001,IT001.P11.CNVN.1,1,*,6,6,0,2,2024-09-16,2025-01-11,B2.08,,HT1,
2024_2025_1,IT001,IT001.P11.CNVN.2,1,*,6,6,0,2,2024-09-23,2025-01-04,B2.08,,HT1,
2024_2025_1,IT001,IT001.P118.1,1,*,5,1,5,2,2024-09-23,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P118.2,1,*,5,1,5,2,2024-10-28,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P119.1,1,*,5,6,0,2,2024-09-23,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P119.2,1,*,5,6,0,2,2024-10-28,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P121.1,1,*,6,6,0,2,2024-09-23,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P121.2,1,*,6,6,0,2,2024-10-28,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P14.1,1,*,2,1,5,2,2024-09-23,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P14.2,1,*,2,1,5,2,2024-10-28,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P19.1,1,*,3,1,5,2,2024-09-23,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P19.2,1,*,3,1,5,2,2024-10-28,2025-01-11,B2.10,,HT1,
2024_2025_1,IT001,IT001.P110.1,1,*,4,1,5,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P110.2,1,*,4,1,5,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P112.1,1,*,4,6,0,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P112.2,1,*,4,6,0,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P120.1,1,*,5,6,0,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P120.2,1,*,5,6,0,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P122.1,1,*,6,6,0,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P122.2,1,*,6,6,0,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P124.1,1,*,6,1,5,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P124.2,1,*,6,1,5,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P13.1,1,*,2,1,5,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P13.2,1,*,2,1,5,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P15.1,1,*,3,6,0,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P15.2,1,*,3,6,0,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P16.1,1,*,3,1,5,2,2024-09-23,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P16.2,1,*,3,1,5,2,2024-10-28,2025-01-11,B2.12,,HT1,
2024_2025_1,IT001,IT001.P127.1,1,*,4,1,5,2,2024-09-09,2025-01-04,B2.14,,HT1,
2024_2025_1,IT001,IT001.P127.2,1,*,4,1,5,2,2024-09-16,2025-01-04,B2.14,,HT1,
2024_2025_1,IT001,IT001.P111.1,1,*,4,6,0,2,2024-09-23,2025-01-11,B2.16,,HT1,
2024_2025_1,IT001,IT001.P111.2,1,*,4,6,0,2,2024-10-28,2025-01-11,B2.16,,HT1,
2024_2025_1,IT001,IT001.P114.1,1,*,4,1,5,2,2024-09-23,2025-01-11,B2.16,,HT1,
2024_2025_1,IT001,IT001.P114.2,1,*,4,1,5,2,2024-10-28,2025-01-11,B2.16,,HT1,
2024_2025_1,IT001,IT001.P17.1,1,*,3,6,0,2,2024-09-23,2025-01-11,B2.16,,HT1,
2024_2025_1,IT001,IT001.P17.2,1,*,3,6,0,2,2024-10-28,2025-01-11,B2.16,,HT1,
2024_2025_1,IT001,IT001.P12.1,1,*,2,6,0,2,2024-09-23,2025-01-11,B2.18,,HT1,
2024_2025_1,IT001,IT001.P12.2,1,*,2,6,0,2,2024-10-28,2025-01-11,B2.18,,HT1,
2024_2025_1,IT001,IT001.P126.1,1,*,5,6,0,2,2024-09-09,2025-01-04,B2.20,,HT1,
2024_2025_1,IT001,IT001.P126.2,1,*,5,6,0,2,2024-09-16,2025-01-04,B2.20,,HT1,
2024_2025_1,IT001,IT001.P125.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT001,IT001.P125.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT001,IT001.P11.CLC.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B3.02,,HT1,
2024_2025_1,IT001,IT001.P11.CLC.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B3.02,,HT1,
2024_2025_1,IT001,IT001.P11.CTTN.1,1,*,2,1,5,2,2024-09-16,2025-01-11,B4.06,,HT1,
2024_2025_1,IT001,IT001.P11.CTTN.2,1,*,2,1,5,2,2024-09-23,2025-01-04,B4.06,,HT1,
2024_2025_1,IT001,IT001.P11.1,1,*,2,6,0,2,2024-09-23,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P11.2,1,*,2,6,0,2,2024-10-28,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P11.TTNT.1,1,*,5,1,5,1,2024-09-23,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P113.1,1,*,4,6,0,2,2024-09-23,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P113.2,1,*,4,6,0,2,2024-10-28,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P115.1,1,*,4,1,5,2,2024-09-23,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P115.2,1,*,4,1,5,2,2024-10-28,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P116.1,1,*,5,6,0,2,2024-09-23,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P116.2,1,*,5,6,0,2,2024-10-28,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P123.1,1,*,6,1,5,2,2024-09-23,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P123.2,1,*,6,1,5,2,2024-10-28,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P18.1,1,*,3,1,5,2,2024-09-23,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P18.2,1,*,3,1,5,2,2024-10-28,2025-01-11,B5.02,,HT1,
2024_2025_1,IT001,IT001.P117.1,1,*,5,6,0,2,2024-09-23,2025-01-11,B5.06,,HT1,
2024_2025_1,IT001,IT001.P117.2,1,*,5,6,0,2,2024-10-28,2025-01-11,B5.06,,HT1,
2024_2025_1,IT002,IT002.P11.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B2.02,,HT1,
2024_2025_1,IT002,IT002.P11.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B2.02,,HT1,
2024_2025_1,IT002,IT002.P12.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B2.10,,HT1,
2024_2025_1,IT002,IT002.P12.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B2.10,,HT1,
2024_2025_1,IT002,IT002.P13.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B2.10,,HT1,
2024_2025_1,IT002,IT002.P13.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B2.10,,HT1,
2024_2025_1,IT002,IT002.P12.CLC.1,1,*,7,6,0,2,2024-09-16,2024-12-14,B3.02,,HT1,
2024_2025_1,IT002,IT002.P12.CLC.2,1,*,7,6,0,2,2024-09-23,2024-12-21,B3.02,,HT1,
2024_2025_1,IT002,IT002.P11.CLC.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B4.06,,HT1,
2024_2025_1,IT002,IT002.P11.CLC.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B4.06,,HT1,
2024_2025_1,IT002,IT002.P11.CTTN.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B4.08,,HT1,
2024_2025_1,IT002,IT002.P11.CTTN.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B4.08,,HT1,
2024_2025_1,IT003,IT003.P11.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B2.06,,HT1,
2024_2025_1,IT003,IT003.P11.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B2.06,,HT1,
2024_2025_1,IT003,IT003.P14.1,1,*,5,1,5,2,2024-09-16,2024-12-14,B2.12,,HT1,
2024_2025_1,IT003,IT003.P14.2,1,*,5,1,5,2,2024-09-23,2024-12-21,B2.12,,HT1,
2024_2025_1,IT003,IT003.P12.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT003,IT003.P12.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT003,IT003.P15.1,1,*,6,1,5,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT003,IT003.P15.2,1,*,6,1,5,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT003,IT003.P13.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B3.02,,HT1,
2024_2025_1,IT003,IT003.P13.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B3.02,,HT1,
2024_2025_1,IT003,IT003.P11.CLC.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B3.04,,HT1,
2024_2025_1,IT003,IT003.P11.CLC.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B3.04,,HT1,
2024_2025_1,IT003,IT003.P12.CLC.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B4.06,,HT1,
2024_2025_1,IT003,IT003.P12.CLC.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B4.06,,HT1,
2024_2025_1,IT004,IT004.P11.CNVN.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B2.02,,HT1,
2024_2025_1,IT004,IT004.P11.CNVN.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B2.02,,HT1,
2024_2025_1,IT004,IT004.P12.CNVN.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B2.06,,HT1,
2024_2025_1,IT004,IT004.P12.CNVN.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B2.06,,HT1,
2024_2025_1,IT004,IT004.P11.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B2.08,,HT1,
2024_2025_1,IT004,IT004.P11.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B2.08,,HT1,
2024_2025_1,IT004,IT004.P110.1,1,*,4,6,0,2,2024-09-16,2024-12-14,B2.10,,HT1,
2024_2025_1,IT004,IT004.P110.2,1,*,4,6,0,2,2024-09-23,2024-12-21,B2.10,,HT1,
2024_2025_1,IT004,IT004.P14.3,1,*,2,1,5,2,2024-09-16,2024-12-14,B2.16,,HT1,
2024_2025_1,IT004,IT004.P14.4,1,*,2,1,5,2,2024-09-23,2024-12-21,B2.16,,HT1,
2024_2025_1,IT004,IT004.P16.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B2.20,,HT1,
2024_2025_1,IT004,IT004.P16.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B2.20,,HT1,
2024_2025_1,IT004,IT004.P114.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT004,IT004.P114.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT004,IT004.P117.1,1,*,5,1,5,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT004,IT004.P117.2,1,*,5,1,5,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT004,IT004.P119.1,1,*,6,6,0,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT004,IT004.P119.2,1,*,6,6,0,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT004,IT004.P17.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT004,IT004.P17.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT004,IT004.P12.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B3.02,,HT1,
2024_2025_1,IT004,IT004.P12.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B3.02,,HT1,
2024_2025_1,IT004,IT004.P13.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B3.04,,HT1,
2024_2025_1,IT004,IT004.P13.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B3.04,,HT1,
2024_2025_1,IT004,IT004.P13.CLC.1,1,*,6,1,5,2,2024-09-16,2024-12-14,B3.04,,HT1,
2024_2025_1,IT004,IT004.P13.CLC.2,1,*,6,1,5,2,2024-09-23,2024-12-21,B3.04,,HT1,
2024_2025_1,IT004,IT004.P14.1,1,*,2,1,5,2,2024-09-16,2024-12-14,B3.04,,HT1,
2024_2025_1,IT004,IT004.P14.2,1,*,2,1,5,2,2024-09-23,2024-12-21,B3.04,,HT1,
2024_2025_1,IT004,IT004.P113.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B3.06,,HT1,
2024_2025_1,IT004,IT004.P113.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B3.06,,HT1,
2024_2025_1,IT004,IT004.P116.1,1,*,5,1,5,2,2024-09-16,2024-12-14,B3.06,,HT1,
2024_2025_1,IT004,IT004.P116.2,1,*,5,1,5,2,2024-09-23,2024-12-21,B3.06,,HT1,
2024_2025_1,IT004,IT004.P118.1,1,*,6,6,0,2,2024-09-16,2024-12-14,B3.06,,HT1,
2024_2025_1,IT004,IT004.P118.2,1,*,6,6,0,2,2024-09-23,2024-12-21,B3.06,,HT1,
2024_2025_1,IT004,IT004.P111.1,1,*,4,6,0,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT004,IT004.P111.2,1,*,4,6,0,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT004,IT004.P112.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT004,IT004.P112.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT004,IT004.P115.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT004,IT004.P115.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT004,IT004.P120.1,1,*,6,1,5,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT004,IT004.P120.2,1,*,6,1,5,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT004,IT004.P18.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT004,IT004.P18.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT004,IT004.P19.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B4.04,,HT1,
2024_2025_1,IT004,IT004.P19.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B4.04,,HT1,
2024_2025_1,IT004,IT004.P11.CTTN.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B4.06,,HT1,
2024_2025_1,IT004,IT004.P11.CTTN.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B4.06,,HT1,
2024_2025_1,IT005,IT005.P11.CNVN.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B2.02,,HT1,
2024_2025_1,IT005,IT005.P11.CNVN.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B2.02,,HT1,
2024_2025_1,IT005,IT005.P12.CNVN.1,1,*,6,1,5,2,2024-09-16,2024-12-14,B2.02,,HT1,
2024_2025_1,IT005,IT005.P12.CNVN.2,1,*,6,1,5,2,2024-09-23,2024-12-21,B2.02,,HT1,
2024_2025_1,IT005,IT005.P112.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B2.06,,HT1,
2024_2025_1,IT005,IT005.P112.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B2.06,,HT1,
2024_2025_1,IT005,IT005.P15.1,1,*,2,1,5,2,2024-09-16,2024-12-14,B2.06,,HT1,
2024_2025_1,IT005,IT005.P15.2,1,*,2,1,5,2,2024-09-23,2024-12-21,B2.06,,HT1,
2024_2025_1,IT005,IT005.P14.1,1,*,2,1,5,2,2024-09-16,2024-12-14,B2.22,,HT1,
2024_2025_1,IT005,IT005.P14.2,1,*,2,1,5,2,2024-09-23,2024-12-21,B2.22,,HT1,
2024_2025_1,IT005,IT005.P110.1,1,*,4,6,0,2,2024-09-16,2024-12-14,B3.02,,HT1,
2024_2025_1,IT005,IT005.P110.2,1,*,4,6,0,2,2024-09-23,2024-12-21,B3.02,,HT1,
2024_2025_1,IT005,IT005.P11.CLC.1,1,*,4,6,0,2,2024-09-16,2024-12-14,B3.04,,HT1,
2024_2025_1,IT005,IT005.P11.CLC.2,1,*,4,6,0,2,2024-09-23,2024-12-21,B3.04,,HT1,
